Temperature,Fuel_Price,CPI,Unemployment,holiday,inventory_level,day,month,year,week,dayofweek,lag_1,lag_7,rolling_mean_7,actual_sales,predicted_sales,store_id,Date,final_forecast,history_count
85.73,2.664,210.3617581,8.36,0,2943633.04,20,8,2010,33,4,1371465.66,1352547.7,1346737.4642857143,1471816.52,1472242.6765,39,2010-08-20,1472242.6765,136
84.31,2.619,210.3292106,8.36,0,2835031.86,27,8,2010,34,4,1471816.52,1330473.47,1363775.8671428573,1417515.93,1417670.8578999992,39,2010-08-27,1417670.8578999992,136
82.13,2.577,210.2966631,8.36,0,2690335.22,3,9,2010,35,4,1417515.93,1339811.68,1376210.5042857141,1345167.61,1345299.8853,39,2010-09-03,1345299.8853,136
79.94,2.565,210.2641156,8.36,0,2559332.94,10,9,2010,36,4,1345167.61,1314651.83,1376975.637142857,1279666.47,1279692.716299999,39,2010-09-10,1279692.716299999,136
81.83,2.582,210.2924504,8.36,0,2505830.86,17,9,2010,37,4,1279666.47,1308222.24,1371977.7285714285,1252915.43,1253258.172100001,39,2010-09-17,1253258.172100001,136
78.5,2.624,210.3664469,8.36,0,2398899.08,24,9,2010,38,4,1252915.43,1409989.67,1364076.7557142857,1199449.54,1199495.5680000004,39,2010-09-24,1199495.5680000004,136
72.74,2.603,210.4404433,8.476,0,2439167.82,1,10,2010,39,4,1199449.54,1371465.66,1333999.5942857142,1219583.91,1219511.7103000009,39,2010-10-01,1219511.7103000009,136
64.8,2.633,210.5144398,8.476,0,2573197.18,8,10,2010,40,4,1219583.91,1471816.52,1312302.2014285715,1286598.59,1286470.2244999998,39,2010-10-08,1286470.2244999998,136
69.96,2.72,210.5805944,8.476,0,2477484.0,15,10,2010,41,4,1286598.59,1417515.93,1285842.4971428572,1238742.0,1239743.7414000006,39,2010-10-15,1239743.7414000006,136
71.73,2.725,210.6271444,8.476,0,2522218.02,22,10,2010,42,4,1238742.0,1345167.61,1260303.3642857145,1261109.01,1261459.998900001,39,2010-10-22,1261459.998900001,136
75.14,2.716,210.6736944,8.476,0,2589538.16,29,10,2010,43,4,1261109.01,1279666.47,1248294.9928571428,1294769.08,1294873.4963999996,39,2010-10-29,1294873.4963999996,136
61.62,2.689,210.7202444,8.476,0,2587414.38,5,11,2010,44,4,1294769.08,1252915.43,1250452.5085714287,1293707.19,1293539.633,39,2010-11-05,1293539.633,136
62.21,2.728,210.7667944,8.476,0,2582797.42,12,11,2010,45,4,1293707.19,1199449.54,1256279.902857143,1291398.71,1290970.3761999998,39,2010-11-12,1290970.3761999998,136
55.5,2.771,210.65429,8.476,0,2741319.08,19,11,2010,46,4,1291398.71,1219583.91,1269415.4985714287,1370659.54,1370080.401399999,39,2010-11-19,1370080.401399999,136
67.75,2.735,210.5152765,8.476,0,4298710.4,26,11,2010,47,4,1370659.54,1286598.59,1290997.7314285715,2149355.2,2149578.1565999994,39,2010-11-26,2149578.1565999994,136
53.55,2.708,210.376263,8.476,0,2863821.96,3,12,2010,48,4,2149355.2,1238742.0,1414248.6757142858,1431910.98,1431617.833000001,39,2010-12-03,1431617.833000001,136
50.81,2.843,210.2372494,8.476,0,3261128.96,10,12,2010,49,4,1431910.98,1261109.01,1441844.2442857143,1630564.48,1630888.6886000005,39,2010-12-10,1630888.6886000005,136
55.31,2.869,210.1787224,8.476,0,3684344.92,17,12,2010,50,4,1630564.48,1294769.08,1494623.597142857,1842172.46,1843312.5108000012,39,2010-12-17,1843312.5108000012,136
58.86,2.886,210.1805602,8.476,0,4990978.5,24,12,2010,51,4,1842172.46,1293707.19,1572824.08,2495489.25,2501715.9644000004,39,2010-12-24,2501715.9644000004,136
52.45,2.943,210.182398,8.476,0,2460024.32,31,12,2010,52,4,2495489.25,1291398.71,1744507.2314285715,1230012.16,1230119.4513999992,39,2010-12-31,1230119.4513999992,136
52.74,2.976,210.1842358,8.395,0,2448950.24,7,1,2011,1,4,1230012.16,1370659.54,1735737.7242857143,1224475.12,1224240.4941999996,39,2011-01-07,1224240.4941999996,136
41.74,2.983,210.2379731,8.395,0,2386398.78,14,1,2011,2,4,1224475.12,2149355.2,1714854.2357142859,1193199.39,1192936.0260000008,39,2011-01-14,1192936.0260000008,136
50.25,3.016,210.6031072,8.395,0,2486741.48,21,1,2011,3,4,1193199.39,1431910.98,1578260.5485714285,1243370.74,1243391.3499999996,39,2011-01-21,1243391.3499999996,136
47.94,3.01,210.9682412,8.395,0,2317396.88,28,1,2011,4,4,1243370.74,1630564.48,1551326.2285714285,1158698.44,1158832.7892,39,2011-01-28,1158832.7892,136
45.96,2.989,211.3333753,8.395,0,2687547.88,4,2,2011,5,4,1158698.44,1842172.46,1483916.7942857144,1343773.94,1343989.6869000003,39,2011-02-04,1343989.6869000003,136
40.34,3.022,211.6985093,8.395,0,2455787.78,11,2,2011,6,4,1343773.94,2495489.25,1412717.0057142857,1227893.89,1227031.9082000004,39,2011-02-11,1227031.9082000004,136
58.2,3.045,212.0063522,8.395,0,2670467.48,18,2,2011,7,4,1227893.89,1230012.16,1231631.9542857143,1335233.74,1335361.830099999,39,2011-02-18,1335361.830099999,136
67.77,3.065,212.2912786,8.395,0,2481842.38,25,2,2011,8,4,1335233.74,1224475.12,1246663.6085714286,1240921.19,1239519.0273,39,2011-02-25,1239519.0273,136
63.56,3.288,212.576205,8.395,0,2632770.86,4,3,2011,9,4,1240921.19,1193199.39,1249013.0471428572,1316385.43,1316218.8797000018,39,2011-03-04,1316218.8797000018,136
58.35,3.459,212.8611313,8.395,0,2567433.62,11,3,2011,10,4,1316385.43,1243370.74,1266611.0528571426,1283716.81,1283624.0964999995,39,2011-03-11,1283624.0964999995,136
65.28,3.488,213.1096787,8.395,0,2696820.1,18,3,2011,11,4,1283716.81,1158698.44,1272374.777142857,1348410.05,1348529.89,39,2011-03-18,1348529.89,136
71.17,3.473,213.3436744,8.395,0,2568669.58,25,3,2011,12,4,1348410.05,1343773.94,1299476.4357142858,1284334.79,1283811.6023999983,39,2011-03-25,1283811.6023999983,136
66.57,3.524,213.5776701,8.3,0,2633698.72,1,4,2011,13,4,1284334.79,1227893.89,1290985.1285714286,1316849.36,1316935.7540000025,39,2011-04-01,1316935.7540000025,136
69.45,3.622,213.8116658,8.3,0,2701292.32,8,4,2011,14,4,1316849.36,1335233.74,1303693.052857143,1350646.16,1350625.4128000014,39,2011-04-08,1350625.4128000014,136
73.19,3.743,214.026217,8.3,0,2696063.1,15,4,2011,15,4,1350646.16,1240921.19,1305894.827142857,1348031.55,1347541.4184999997,39,2011-04-15,1347541.4184999997,136
74.98,3.807,214.1921572,8.3,0,3126281.7,22,4,2011,16,4,1348031.55,1316385.43,1321196.3071428572,1563140.85,1563133.8808999995,39,2011-04-22,1563133.8808999995,136
76.47,3.81,214.3580974,8.3,0,2759303.74,29,4,2011,17,4,1563140.85,1283716.81,1356447.0814285714,1379651.87,1379751.337899999,39,2011-04-29,1379751.337899999,136
68.75,3.906,214.5240376,8.3,0,2741841.74,6,5,2011,18,4,1379651.87,1348410.05,1370152.09,1370920.87,1370565.690199999,39,2011-05-06,1370565.690199999,136
77.39,3.899,214.6899778,8.3,0,2650045.54,13,5,2011,19,4,1370920.87,1284334.79,1373367.9214285717,1325022.77,1324934.7243000001,39,2011-05-13,1324934.7243000001,136
73.31,3.907,214.465412,8.3,0,2747814.42,20,5,2011,20,4,1325022.77,1316849.36,1379180.49,1373907.21,1373746.9412999991,39,2011-05-20,1373746.9412999991,136
82.1,3.786,214.2408462,8.3,0,2812248.28,27,5,2011,21,4,1373907.21,1350646.16,1387331.6114285716,1406124.14,1405987.7474000007,39,2011-05-27,1405987.7474000007,136
83.59,3.699,214.0162805,8.3,0,3083491.18,3,6,2011,22,4,1406124.14,1348031.55,1395257.0371428572,1541745.59,1541945.930400001,39,2011-06-03,1541945.930400001,136
82.75,3.648,213.7917147,8.3,0,2884184.16,10,6,2011,23,4,1541745.59,1563140.85,1422930.4714285715,1442092.08,1441498.1468000005,39,2011-06-10,1441498.1468000005,136
85.21,3.637,213.7481256,8.3,0,2902785.34,17,6,2011,24,4,1442092.08,1379651.87,1405637.7899999998,1451392.67,1451837.855,39,2011-06-17,1451837.855,136
84.06,3.594,213.8402689,8.3,0,2726335.9,24,6,2011,25,4,1451392.67,1370920.87,1415886.4757142856,1363167.95,1363356.929999999,39,2011-06-24,1363356.929999999,136
84.93,3.524,213.9324122,8.177,0,2859658.72,1,7,2011,26,4,1363167.95,1325022.77,1414778.9157142858,1429829.36,1430264.6415999993,39,2011-07-01,1430264.6415999993,136
84.33,3.48,214.0245556,8.177,0,2829129.06,8,7,2011,27,4,1429829.36,1373907.21,1429751.2857142857,1414564.53,1414522.718799999,39,2011-07-08,1414522.718799999,136
85.96,3.575,214.1083654,8.177,0,2760514.24,15,7,2011,28,4,1414564.53,1406124.14,1435559.474285714,1380257.12,1379994.4668999992,39,2011-07-15,1379994.4668999992,136
84.6,3.651,214.1713416,8.177,0,2832011.18,22,7,2011,29,4,1380257.12,1541745.59,1431864.1857142858,1416005.59,1416213.5238999992,39,2011-07-22,1416213.5238999992,136
86.24,3.682,214.2343177,8.177,0,2852837.06,29,7,2011,30,4,1416005.59,1442092.08,1413901.3285714288,1426418.53,1426558.3847999999,39,2011-07-29,1426558.3847999999,136
87.73,3.684,214.2972939,8.177,0,3037581.78,5,8,2011,31,4,1426418.53,1451392.67,1411662.25,1518790.89,1518741.8544000003,39,2011-08-05,1518741.8544000003,136
88.27,3.638,214.3602701,8.177,0,3028111.94,12,8,2011,32,4,1518790.89,1363167.95,1421290.5671428572,1514055.97,1514171.2613000004,39,2011-08-12,1514171.2613000004,136
87.93,3.554,214.4239935,8.177,0,3258133.8,19,8,2011,33,4,1514055.97,1429829.36,1442845.9985714287,1629066.9,1629389.5763000005,39,2011-08-19,1629389.5763000005,136
86.49,3.523,214.4878416,8.177,0,3147797.26,26,8,2011,34,4,1629066.9,1414564.53,1471308.5042857141,1573898.63,1574240.6500000004,39,2011-08-26,1574240.6500000004,136
88.65,3.533,214.5516896,8.177,0,2930179.7,2,9,2011,35,4,1573898.63,1380257.12,1494070.5185714287,1465089.85,1465042.3265999993,39,2011-09-02,1465042.3265999993,136
79.15,3.546,214.6155376,8.177,0,2858691.72,9,9,2011,36,4,1465089.85,1416005.59,1506189.48,1429345.86,1429077.1139000002,39,2011-09-09,1429077.1139000002,136
83.11,3.526,214.7934111,8.177,0,2745001.26,16,9,2011,37,4,1429345.86,1426418.53,1508095.2328571428,1372500.63,1372538.3303,39,2011-09-16,1372538.3303,136
78.75,3.467,215.1233185,8.177,0,2677315.9,23,9,2011,38,4,1372500.63,1518790.89,1500392.6757142858,1338657.95,1338429.4976999993,39,2011-09-23,1338429.4976999993,136
81.51,3.355,215.4532259,8.177,0,2623551.66,30,9,2011,39,4,1338657.95,1514055.97,1474659.3985714284,1311775.83,1311507.8687999996,39,2011-09-30,1311507.8687999996,136
71.68,3.285,215.7831333,7.716,0,2887768.78,7,10,2011,40,4,1311775.83,1629066.9,1445762.2357142854,1443884.39,1443365.0046999995,39,2011-10-07,1443365.0046999995,136
73.79,3.274,216.0885258,7.716,0,2769443.68,14,10,2011,41,4,1443884.39,1573898.63,1419307.5914285716,1384721.84,1384651.1241,39,2011-10-14,1384651.1241,136
67.65,3.353,216.2468287,7.716,0,2930566.58,21,10,2011,42,4,1384721.84,1465089.85,1392282.3357142857,1465283.29,1465064.0376999998,39,2011-10-21,1465064.0376999998,136
71.05,3.372,216.4051315,7.716,0,2945326.2,28,10,2011,43,4,1465283.29,1429345.86,1392309.9700000002,1472663.1,1473098.3216000006,39,2011-10-28,1473098.3216000006,136
58.04,3.332,216.5634344,7.716,0,3107259.18,4,11,2011,44,4,1472663.1,1372500.63,1398498.147142857,1553629.59,1553165.0742999993,39,2011-11-04,1553165.0742999993,136
63.11,3.297,216.7217373,7.716,0,2913914.76,11,11,2011,45,4,1553629.59,1338657.95,1424373.7128571426,1456957.38,1457246.2557999995,39,2011-11-11,1457246.2557999995,136
66.09,3.308,216.9395861,7.716,0,3020794.54,18,11,2011,46,4,1456957.38,1311775.83,1441273.6314285714,1510397.27,1510513.2131000003,39,2011-11-18,1510513.2131000003,136
66.36,3.236,217.1812533,7.716,0,4677664.8,25,11,2011,47,4,1510397.27,1443884.39,1469648.1228571427,2338832.4,2345582.8906000024,39,2011-11-25,2345582.8906000024,136
53.14,3.172,217.4229206,7.716,0,3265789.16,2,12,2011,48,4,2338832.4,1384721.84,1597497.8385714286,1632894.58,1632293.122100001,39,2011-12-02,1632293.122100001,136
49.36,3.158,217.6645878,7.716,0,3563057.54,9,12,2011,49,4,1632894.58,1465283.29,1632951.087142857,1781528.77,1781724.2985000005,39,2011-12-09,1781724.2985000005,136
58.58,3.159,217.8781339,7.716,0,3983648.1,16,12,2011,50,4,1781528.77,1472663.1,1678129.0128571428,1991824.05,1991622.650600002,39,2011-12-16,1991622.650600002,136
54.62,3.112,218.0541851,7.716,0,5108965.68,23,12,2011,51,4,1991824.05,1553629.59,1752294.862857143,2554482.84,2569279.4242000016,39,2011-12-23,2569279.4242000016,136
47.6,3.129,218.2302364,7.716,0,3074279.12,30,12,2011,52,4,2554482.84,1456957.38,1895273.8985714284,1537139.56,1536047.4220000007,39,2011-12-30,1536047.4220000007,136
55.83,3.157,218.4062876,7.244,0,2957075.86,6,1,2012,1,4,1537139.56,1510397.27,1906728.4957142859,1478537.93,1479077.3916,39,2012-01-06,1479077.3916,136
54.66,3.261,218.5823389,7.244,0,2738250.74,13,1,2012,2,4,1478537.93,2338832.4,1902177.1614285714,1369125.37,1369590.3474999985,39,2012-01-13,1369590.3474999985,136
58.04,3.268,218.6755292,7.244,0,2789682.06,20,1,2012,3,4,1369125.37,1632894.58,1763647.5857142857,1394841.03,1394515.8590000013,39,2012-01-20,1394515.8590000013,136
60.65,3.29,218.7687195,7.244,0,2640603.22,27,1,2012,4,4,1394841.03,1781528.77,1729639.9357142858,1320301.61,1320144.5665,39,2012-01-27,1320144.5665,136
60.69,3.36,218.8619099,7.244,0,2792300.3,3,2,2012,5,4,1320301.61,1991824.05,1663750.3414285716,1396150.15,1395859.3320999995,39,2012-02-03,1395859.3320999995,136
52.89,3.409,218.9551002,7.244,0,2885976.88,10,2,2012,6,4,1396150.15,2554482.84,1578654.07,1442988.44,1443202.6223,39,2012-02-10,1443202.6223,136
52.75,3.51,219.1148297,7.244,0,3022083.38,17,2,2012,7,4,1442988.44,1537139.56,1419869.1557142858,1511041.69,1510766.5990999984,39,2012-02-17,1510766.5990999984,136
61.1,3.555,219.3244636,7.244,0,2824130.08,24,2,2012,8,4,1511041.69,1478537.93,1416140.8885714284,1412065.04,1412087.897599999,39,2012-02-24,1412087.897599999,136
64.05,3.63,219.5340975,7.244,0,2906094.04,2,3,2012,9,4,1412065.04,1369125.37,1406644.7614285715,1453047.02,1453051.457200001,39,2012-03-02,1453051.457200001,136
61.64,3.669,219.7437314,7.244,0,2941528.7,9,3,2012,10,4,1453047.02,1394841.03,1418633.5685714285,1470764.35,1470314.9168999991,39,2012-03-09,1470314.9168999991,136
65.81,3.734,219.8956335,7.244,0,3044842.14,16,3,2012,11,4,1470764.35,1320301.61,1429479.757142857,1522421.07,1522459.4275,39,2012-03-16,1522459.4275,136
67.91,3.787,219.9705599,7.244,0,2939186.74,23,3,2012,12,4,1522421.07,1396150.15,1458353.9657142856,1469593.37,1469641.5093999999,39,2012-03-23,1469641.5093999999,136
69.11,3.845,220.0454862,7.244,0,2999454.04,30,3,2012,13,4,1469593.37,1442988.44,1468845.8542857144,1499727.02,1500146.135200001,39,2012-03-30,1500146.135200001,136
73.49,3.891,220.1204125,6.989,0,3529695.88,6,4,2012,14,4,1499727.02,1511041.69,1476951.3657142858,1764847.94,1764561.0062000004,39,2012-04-06,1764561.0062000004,136
71.59,3.891,220.1953389,6.989,0,3161465.46,13,4,2012,15,4,1764847.94,1412065.04,1513209.4014285714,1580732.73,1581353.6466000013,39,2012-04-13,1581353.6466000013,136
70.04,3.877,220.2483937,6.989,0,2866782.08,20,4,2012,16,4,1580732.73,1453047.02,1537304.7857142857,1433391.04,1433642.1434000009,39,2012-04-20,1433642.1434000009,136
69.11,3.814,220.3014485,6.989,0,2913994.4,27,4,2012,17,4,1433391.04,1470764.35,1534496.7885714285,1456997.2,1456774.3658999992,39,2012-04-27,1456774.3658999992,136
77.15,3.749,220.3545033,6.989,0,3024454.68,4,5,2012,18,4,1456997.2,1522421.07,1532530.052857143,1512227.34,1511678.7373999993,39,2012-05-04,1511678.7373999993,136
75.52,3.688,220.4075581,6.989,0,2941584.82,11,5,2012,19,4,1512227.34,1469593.37,1531073.8057142857,1470792.41,1470332.6213999987,39,2012-05-11,1470332.6213999987,136
72.36,3.63,220.4252149,6.989,0,3045957.08,18,5,2012,20,4,1470792.41,1499727.02,1531245.097142857,1522978.54,1523082.6164999995,39,2012-05-18,1523082.6164999995,136
78.31,3.561,220.4287124,6.989,0,3192073.32,25,5,2012,21,4,1522978.54,1764847.94,1534566.7428571428,1596036.66,1596030.466100001,39,2012-05-25,1596030.466100001,136
80.33,3.501,220.4322099,6.989,0,3280953.54,1,6,2012,22,4,1596036.66,1580732.73,1510450.8457142857,1640476.77,1640293.1914000001,39,2012-06-01,1640293.1914000001,136
81.12,3.452,220.4357073,6.989,0,3246884.48,8,6,2012,23,4,1640476.77,1433391.04,1518985.7085714287,1623442.24,1624108.3394000002,39,2012-06-08,1624108.3394000002,136
81.33,3.393,220.4494148,6.989,0,3174999.64,15,6,2012,24,4,1623442.24,1456997.2,1546135.8800000001,1587499.82,1588095.348099999,39,2012-06-15,1588095.348099999,136
79.84,3.346,220.4886472,6.989,0,3064633.58,22,6,2012,25,4,1587499.82,1512227.34,1564779.1114285714,1532316.79,1532064.5137000012,39,2012-06-22,1532064.5137000012,136
85.72,3.286,220.5278796,6.989,0,2984777.96,29,6,2012,26,4,1532316.79,1470792.41,1567649.0328571429,1492388.98,1492617.2112999992,39,2012-06-29,1492617.2112999992,136
81.05,3.227,220.567112,6.623,0,3318443.98,6,7,2012,27,4,1492388.98,1522978.54,1570734.2571428572,1659221.99,1661022.1543000003,39,2012-07-06,1661022.1543000003,136
78.16,3.256,220.6063444,6.623,0,2942523.52,13,7,2012,28,4,1659221.99,1596036.66,1590197.607142857,1471261.76,1471101.0989999992,39,2012-07-13,1471101.0989999992,136
80.32,3.311,220.6148749,6.623,0,3164336.54,20,7,2012,29,4,1471261.76,1640476.77,1572372.6214285716,1582168.27,1583585.3134000015,39,2012-07-20,1583585.3134000015,136
82.89,3.407,220.6234054,6.623,0,2975595.08,27,7,2012,30,4,1582168.27,1623442.24,1564042.835714286,1487797.54,1487558.5263000005,39,2012-07-27,1487558.5263000005,136
84.05,3.417,220.6319358,6.623,0,3216555.48,3,8,2012,31,4,1487797.54,1587499.82,1544665.0214285715,1608277.74,1607569.6414000005,39,2012-08-03,1607569.6414000005,136
83.47,3.494,220.6404663,6.623,0,3283735.84,10,8,2012,32,4,1608277.74,1532316.79,1547633.2957142857,1641867.92,1642169.1003999996,39,2012-08-10,1642169.1003999996,136
84.72,3.571,220.7199609,6.623,0,3440443.82,17,8,2012,33,4,1641867.92,1492388.98,1563283.4571428571,1720221.91,1721471.7277999995,39,2012-08-17,1721471.7277999995,136
80.49,3.62,220.8526787,6.623,0,3449339.5,24,8,2012,34,4,1720221.91,1659221.99,1595831.0185714285,1724669.75,1724850.0160000003,39,2012-08-24,1724850.0160000003,136
83.72,3.638,220.9853964,6.623,0,3421847.88,31,8,2012,35,4,1724669.75,1471261.76,1605180.6985714287,1710923.94,1711065.5989000017,39,2012-08-31,1711065.5989000017,136
83.71,3.73,221.1181142,6.623,0,3219623.5,7,9,2012,36,4,1710923.94,1582168.27,1639418.1528571427,1609811.75,1610534.4602000003,39,2012-09-07,1610534.4602000003,136
76.71,3.717,221.2601207,6.623,0,2895228.16,14,9,2012,37,4,1609811.75,1487797.54,1643367.2214285713,1447614.08,1447596.5133000002,39,2012-09-14,1447596.5133000002,136
73.58,3.721,221.4578604,6.623,0,3111345.02,21,9,2012,38,4,1447614.08,1608277.74,1637626.7271428572,1555672.51,1555479.0606,39,2012-09-21,1555479.0606,136
78.04,3.666,221.6556,6.623,0,2991214.14,28,9,2012,39,4,1555672.51,1641867.92,1630111.6942857143,1495607.07,1495432.3542000002,39,2012-09-28,1495432.3542000002,136
72.05,3.617,221.8533396,6.228,0,3148817.34,5,10,2012,40,4,1495607.07,1720221.91,1609217.2871428572,1574408.67,1574246.1481000003,39,2012-10-05,1574246.1481000003,136
69.88,3.601,222.0510793,6.228,0,2988834.14,12,10,2012,41,4,1574408.67,1724669.75,1588386.8242857142,1494417.07,1494398.3158999993,39,2012-10-12,1494398.3158999993,136
71.45,3.594,222.0951719,6.228,0,3154972.66,19,10,2012,42,4,1494417.07,1710923.94,1555493.5842857142,1577486.33,1577292.875800001,39,2012-10-19,1577292.875800001,136
72.9,3.506,222.1136566,6.228,0,3139004.0,26,10,2012,43,4,1577486.33,1609811.75,1536431.0685714285,1569502.0,1569880.143300001,39,2012-10-26,1569880.143300001,136
39.51,2.831,131.863129,5.892,0,1746709.16,26,3,2010,12,4,894865.3,1001943.8,931694.0971428572,873354.58,873328.616300001,40,2010-03-26,873328.616300001,136
41.39,2.826,131.9019677,5.435,0,2082404.26,2,4,2010,13,4,873354.58,955338.29,913324.2085714285,1041202.13,1041680.5545999999,40,2010-04-02,1041680.5545999999,136
54.31,2.849,131.9408065,5.435,0,1839678.38,9,4,2010,14,4,1041202.13,916289.2,925590.4714285715,919839.19,920018.2366000011,40,2010-04-09,920018.2366000011,136
43.3,2.885,131.9809,5.435,0,1765273.92,16,4,2010,15,4,919839.19,863917.41,926097.6128571428,882636.96,882662.6024000004,40,2010-04-16,882662.6024000004,136
45.85,2.895,132.0226667,5.435,0,1689916.98,23,4,2010,16,4,882636.96,990152.28,928771.8342857143,844958.49,844656.7291999998,40,2010-04-23,844656.7291999998,136
46.5,2.935,132.0644333,5.435,0,1633676.62,30,4,2010,17,4,844958.49,899352.4,908029.8642857142,816838.31,816818.5846999997,40,2010-04-30,816818.5846999997,136
60.05,2.981,132.1062,5.435,0,2019594.12,7,5,2010,18,4,816838.31,894865.3,896242.1371428572,1009797.06,1009711.1099000005,40,2010-05-07,1009711.1099000005,136
45.5,2.983,132.152129,5.435,0,1814524.94,14,5,2010,19,4,1009797.06,873354.58,912660.9600000001,907262.47,907272.1001999996,40,2010-05-14,907272.1001999996,136
56.75,2.961,132.2230323,5.435,0,1771227.82,21,5,2010,20,4,907262.47,1041202.13,917504.9442857143,885613.91,885257.8416999998,40,2010-05-21,885257.8416999998,136
67.88,2.906,132.2939355,5.435,0,2016966.14,28,5,2010,21,4,885613.91,919839.19,895278.0557142858,1008483.07,1008505.0073000012,40,2010-05-28,1008505.0073000012,136
65.7,2.857,132.3648387,5.435,0,2104858.06,4,6,2010,22,4,1008483.07,882636.96,907941.467142857,1052429.03,1052133.4064000016,40,2010-06-04,1052133.4064000016,136
59.42,2.83,132.4357419,5.435,0,2015149.34,11,6,2010,23,4,1052429.03,844958.49,932197.4771428572,1007574.67,1007551.6215999998,40,2010-06-11,1007551.6215999998,136
60.97,2.805,132.4733333,5.435,0,1946210.6,18,6,2010,24,4,1007574.67,816838.31,955428.36,973105.3,972997.7870999995,40,2010-06-18,972997.7870999995,136
69.72,2.81,132.4976,5.435,0,1880810.06,25,6,2010,25,4,973105.3,1009797.06,977752.2157142858,940405.03,940495.0867000006,40,2010-06-25,940495.0867000006,136
65.47,2.815,132.5218667,5.326,0,2175157.56,2,7,2010,26,4,940405.03,907262.47,967839.0685714285,1087578.78,1087339.4271,40,2010-07-02,1087339.4271,136
76.67,2.806,132.5461333,5.326,0,2116501.82,9,7,2010,27,4,1087578.78,885613.91,993598.5414285715,1058250.91,1058166.008700001,40,2010-07-09,1058166.008700001,136
74.25,2.796,132.5667742,5.326,0,1918458.18,16,7,2010,28,4,1058250.91,1008483.07,1018260.97,959229.09,958884.6814000004,40,2010-07-16,958884.6814000004,136
71.79,2.784,132.5825806,5.326,0,1844683.64,23,7,2010,29,4,959229.09,1052429.03,1011224.6871428572,922341.82,922359.7150000002,40,2010-07-23,922359.7150000002,136
71.35,2.792,132.5983871,5.326,0,1906786.04,30,7,2010,30,4,922341.82,1007574.67,992640.7999999999,953393.02,953456.9802000001,40,2010-07-30,953456.9802000001,136
69.16,2.792,132.6141935,5.326,0,2114591.74,6,8,2010,31,4,953393.02,973105.3,984900.5642857143,1057295.87,1057024.2911000003,40,2010-08-06,1057024.2911000003,136
67.47,2.81,132.63,5.326,0,1848023.52,13,8,2010,32,4,1057295.87,940405.03,996927.7885714285,924011.76,924040.3987000004,40,2010-08-13,924040.3987000004,136
67.05,2.796,132.6616129,5.326,0,1864794.0,20,8,2010,33,4,924011.76,1087578.78,994585.8928571428,932397.0,932330.2690999997,40,2010-08-20,932330.2690999997,136
62.57,2.77,132.6932258,5.326,0,1844656.04,27,8,2010,34,4,932397.0,1058250.91,972417.0671428571,922328.02,922306.7600000002,40,2010-08-27,922306.7600000002,136
70.66,2.735,132.7248387,5.326,0,1952906.68,3,9,2010,35,4,922328.02,959229.09,952999.5114285714,976453.34,976390.9964000013,40,2010-09-03,976390.9964000013,136
62.75,2.717,132.7564516,5.326,0,1934621.64,10,9,2010,36,4,976453.34,922341.82,955460.1185714286,967310.82,967387.9172999997,40,2010-09-10,967387.9172999997,136
55.34,2.716,132.7670667,5.326,0,1710093.9,17,9,2010,37,4,967310.82,953393.02,961884.2614285714,855046.95,855414.2410999999,40,2010-09-17,855414.2410999999,136
55.63,2.718,132.7619333,5.326,0,1688746.62,24,9,2010,38,4,855046.95,1057295.87,947834.8228571428,844373.31,844588.0572000004,40,2010-09-24,844588.0572000004,136
62.01,2.717,132.7568,5.287,0,1782304.66,1,10,2010,39,4,844373.31,924011.76,917417.3142857143,891152.33,891542.2324999997,40,2010-10-01,891542.2324999997,136
52.02,2.776,132.7516667,5.287,0,1944810.76,8,10,2010,40,4,891152.33,932397.0,912723.1100000001,972405.38,972304.7981000006,40,2010-10-08,972304.7981000006,136
44.56,2.878,132.7633548,5.287,0,1835766.34,15,10,2010,41,4,972405.38,922328.02,918438.5928571429,917883.17,918042.0925000007,40,2010-10-15,918042.0925000007,136
41.25,2.919,132.8170968,5.287,0,1764361.82,22,10,2010,42,4,917883.17,976453.34,917803.6142857142,882180.91,882086.5941000002,40,2010-10-22,882086.5941000002,136
47.1,2.938,132.8708387,5.287,0,1750077.68,29,10,2010,43,4,882180.91,967310.82,904336.1242857144,875038.84,874623.7524000002,40,2010-10-29,874623.7524000002,136
36.45,2.938,132.9245806,5.287,0,1936541.32,5,11,2010,44,4,875038.84,855046.95,891154.412857143,968270.66,968574.2395000004,40,2010-11-05,968574.2395000004,136
38.5,2.961,132.9783226,5.287,0,1870962.64,12,11,2010,45,4,968270.66,844373.31,907329.2285714287,935481.32,935547.7050000003,40,2010-11-12,935547.7050000003,136
40.52,3.03,132.9172,5.287,0,1704905.86,19,11,2010,46,4,935481.32,891152.33,920344.6585714285,852452.93,852458.8109000006,40,2010-11-19,852458.8109000006,136
32.94,3.07,132.8369333,5.287,0,2332285.7,26,11,2010,47,4,852452.93,972405.38,914816.1728571429,1166142.85,1166377.8947999997,40,2010-11-26,1166377.8947999997,136
33.6,3.065,132.7566667,5.287,0,2001164.12,3,12,2010,48,4,1166142.85,917883.17,942492.9542857142,1000582.06,1000837.3586000002,40,2010-12-03,1000837.3586000002,136
21.64,3.132,132.6764,5.287,0,2222431.44,10,12,2010,49,4,1000582.06,882180.91,954307.0814285715,1111215.72,1111069.613099999,40,2010-12-10,1111069.613099999,136
